0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.1777,0.0034
1.1673,-0.0104
1.167,-0.0003
1.1684,0.0014
1.1623,-0.0061
1.169,0.0067
1.1629,-0.0061
1.16,-0.0029
1.1597,-0.0003
1.1553,-0.0044
1.1624,0.0071
1.1632,0.0008
1.1581,-0.0051
1.1614,0.0033
1.1603,-0.0011
1.1668,0.0065
1.1709,0.0041
1.1693,-0.0016
1.1678,-0.0015
1.1622,-0.0056
1.1545,-0.0077
1.1596,0.0051
1.1571,-0.0025
1.1488,-0.0083
1.1439,-0.0049
1.1374,-0.0065
1.1346,-0.0028
1.1346,0
1.1405,0.0059
1.1413,0.0008
1.1529,0.0116
1.1612,0.0083
1.1598,-0.0014
1.1552,-0.0046
1.1568,0.0016
1.1587,0.0019
1.1661,0.0074
1.1686,0.0025
1.1706,0.002
1.1656,-0.005
1.164,-0.0016
1.1727,0.0087
1.1683,-0.0044
1.1689,0.0006
1.1721,0.0032
1.1645,-0.0076
1.1645,0
1.1659,0.0014
1.1711,0.0052
1.1686,-0.0025
1.1669,-0.0017
1.1675,0.0006
1.1738,0.0063
1.1748,0.001
1.1744,-0.0004
1.1691,-0.0053
1.1657,-0.0034
1.1658,1E-04
1.1636,-0.0022
1.1684,0.0048
1.1564,-0.012
1.156,-0.0004
1.1648,0.0088
1.1702,0.0054
1.1657,-0.0045
1.1608,-0.0049
1.1573,-0.0035
1.1585,0.0012
1.1622,0.0037
1.1608,-0.0014
1.1574,-0.0034
1.1792,0.0218
1.1745,-0.0047
1.1782,0.0037
1.1769,-0.0013
1.1799,0.003
1.1777,-0.0022
1.1718,-0.0059
1.1697,-0.0021
1.1659,-0.0038
1.1692,0.0033
1.1665,-0.0027
1.1543,-0.0122
1.1624,0.0081
1.165,0.0026
1.1722,0.0072
1.1703,-0.0019
1.1778,0.0075
1.1794,0.0016
1.1771,-0.0023
1.1797,0.0026
1.1796,-1E-04
1.1924,0.0128
1.1941,0.0017
1.1916,-0.0025
1.1851,-0.0065
1.1864,0.0013
1.1922,0.0058
1.1962,0.004
1.1988,0.0026
1.1957,-0.0031
1.1992,0.0035
1.2078,0.0086
1.2129,0.0051
1.2106,-0.0023
1.2163,0.0057
1.2233,0.007
1.2208,-0.0025
1.2288,0.008
1.2346,0.0058
1.2378,0.0032
1.2372,-0.0006
1.2381,0.0009
1.2331,-0.005
1.2326,-0.0005
1.2367,0.0041
1.2354,-0.0013
1.2321,-0.0033
1.2281,-0.004
1.2238,-0.0043
1.2282,0.0044
1.2269,-0.0013
1.2302,0.0033
1.2323,0.0021
1.2302,-0.0021
1.231,0.0008
1.2404,0.0094
1.2448,0.0044
1.2354,-0.0094
1.2321,-0.0033
1.2342,0.0021
1.2245,-0.0097
1.2335,0.009
1.2289,-0.0046
1.2308,0.0019
1.2368,0.006
1.2392,0.0024
1.2334,-0.0058
1.2306,-0.0028
1.2306,0
1.241,0.0104
1.2421,0.0011
1.2335,-0.0086
1.2319,-0.0016
1.2275,-0.0044
1.2193,-0.0082
1.2233,0.004
1.2314,0.0081
1.2296,-0.0018
1.2329,0.0033
1.2278,-0.0051
1.2336,0.0058
1.2409,0.0073
1.2411,0.0002
1.2502,0.0091
1.2455,-0.0047
1.2349,-0.0106
1.229,-0.0059
1.2252,-0.0038
1.225,-0.0002
1.2254,0.0004
1.2378,0.0124
1.2382,0.0004
1.2457,0.0075
1.2504,0.0047
1.2412,-0.0092
1.2404,-0.0008
1.2382,-0.0022
1.2431,0.0049
1.2377,-0.0054
1.2404,0.0027
1.2297,-0.0107
1.226,-0.0037
1.2225,-0.0035
1.2242,0.0017
1.2172,-0.007
1.226,0.0088
1.2267,0.0007
1.2206,-0.0061
1.2039,-0.0167
1.1949,-0.009
1.1938,-0.0011
1.1968,0.003
1.2031,0.0063
1.207,0.0039
1.2013,-0.0057
1.2058,0.0045
1.2016,-0.0042
1.2007,-0.0009
1.1938,-0.0069
1.1898,-0.004
1.1862,-0.0036
1.1863,1E-04
1.1863,0
1.1866,0.0003
1.1873,0.0007
1.1841,-0.0032
1.1782,-0.0059
1.175,-0.0032
1.1765,0.0015
1.1825,0.006
1.1738,-0.0087
1.1773,0.0035
1.1773,0
1.1776,0.0003
1.1803,0.0027
1.1828,0.0025
1.1867,0.0039
1.1898,0.0031
1.189,-0.0008
1.1851,-0.0039
1.1847,-0.0004
1.19,0.0053
1.1928,0.0028
1.185,-0.0078
1.1818,-0.0032
1.1735,-0.0083
1.1733,-0.0002
1.1791,0.0058
1.1771,-0.002
1.1772,1E-04
1.1798,0.0026
1.1664,-0.0134
1.1665,1E-04
1.1642,-0.0023
1.1593,-0.0049
1.159,-0.0003
1.1612,0.0022
1.1609,-0.0003
1.1657,0.0048
1.1617,-0.004
1.165,0.0033
1.1644,-0.0006
1.1609,-0.0035
1.1654,0.0045
1.1815,0.0161
1.1763,-0.0052
1.1748,-0.0015
1.178,0.0032
1.1845,0.0065
1.1793,-0.0052
1.1768,-0.0025
1.1797,0.0029
1.1821,0.0024
1.1831,0.001
1.1862,0.0031
1.1809,-0.0053
1.1741,-0.0068
1.1735,-0.0006
1.1713,-0.0022
1.1758,0.0045
1.1738,-0.002
1.1734,-0.0004
1.1815,0.0081
1.1783,-0.0032
1.1744,-0.0039
1.1792,0.0048
1.1847,0.0055
1.1955,0.0108
1.1939,-0.0016
